ID,ISP,Philippines,Service,Server ID,Server name,Download,Upload,Ping,Packet loss,Download jitter,Upload jitter,Ping jitter,Upload latency high,Upload latency low,Upload latency avg,Download latency high,Download latency low,Download latency avg,Created at
884,PLDT Fibre,Manila,ookla,7167,PLDT,494061736,836242688,1.421,,0.452,4.18,0.098,17.689,1.131,4.446,12.652,1.014,1.481,28/06/2024 5:30
885,PLDT Fibre,Manila,ookla,7167,PLDT,612967368,919807280,1.101,,3.155,4.174,0.33,30.615,2.535,14.403,204.238,1.04,1.595,28/06/2024 5:45
886,PLDT Fibre,Quezon City,ookla,7131,PLDT,626374056,613415296,1.066,,0.349,0.526,0.321,11.009,0.905,1.251,2.467,0.714,1.231,28/06/2024 6:00
887,PLDT Fibre,Quezon City,ookla,7131,PLDT,618126536,807100240,1.074,,2.351,1.585,0.279,12.677,1.108,9.578,202.666,0.998,1.5,28/06/2024 6:15
888,PLDT Fibre,Quezon City,ookla,7131,PLDT,625487544,791956240,1.053,,2.518,3.993,0.286,22.871,1.103,4.582,202.658,0.775,1.299,28/06/2024 6:30
889,PLDT Fibre,Manila,ookla,7167,PLDT,623090360,905091496,1.448,,0.542,3.289,0.278,37.775,2.992,15.056,19.1,0.941,1.49,28/06/2024 6:45
890,PLDT Fibre,Quezon City,ookla,7131,PLDT,611003752,640852048,0.96,,4.587,1.019,0.072,15.5,0.902,1.66,212.458,0.963,1.416,28/06/2024 7:00
891,PLDT Fibre,Quezon City,ookla,7131,PLDT,612931576,918492976,1.201,,0.456,8.314,0.356,37.242,2.053,10.894,17.448,0.914,1.398,28/06/2024 7:15
892,PLDT Fibre,Quezon City,ookla,7131,PLDT,612217640,906014096,0.958,,5.91,5.488,0.067,322.416,4.051,18.584,233.076,0.723,1.206,28/06/2024 7:30
893,PLDT Fibre,Quezon City,ookla,7131,PLDT,613831816,913039688,1.011,,3.97,1.757,0.121,11.434,1.08,2.999,202.743,0.795,1.364,28/06/2024 7:45
894,PLDT Fibre,Quezon City,ookla,7131,PLDT,611403184,649153960,0.99,,0.473,61.345,0.14,377.155,3.628,200.705,15.254,0.956,1.424,28/06/2024 8:00
895,PLDT Fibre,Quezon City,ookla,7131,PLDT,613853208,780743248,0.927,,2.513,5.751,0.098,238.517,0.875,6.092,213.909,0.904,1.392,28/06/2024 8:15
896,PLDT Fibre,Manila,ookla,7167,PLDT,619743728,617220376,1.439,,0.619,0.498,0.093,13.031,1.082,1.731,30.485,1.031,1.585,28/06/2024 8:30
897,PLDT Fibre,Quezon City,ookla,7131,PLDT,627009656,861326384,0.961,,0.583,2.688,0.075,21.064,0.98,3.454,31.932,0.802,1.353,28/06/2024 8:45
898,PLDT Fibre,Quezon City,ookla,7131,PLDT,627595464,923489864,1.436,,2.284,0.947,0.054,10.418,1.001,1.911,222.567,0.86,1.38,28/06/2024 9:00
899,PLDT Fibre,Quezon City,ookla,7131,PLDT,614799752,861015776,1.051,,0.61,1.291,0.127,7.973,0.851,1.836,17.841,0.743,1.49,28/06/2024 9:15
900,PLDT Fibre,Manila,ookla,7167,PLDT,612007200,898135408,0.978,,4.46,3.705,0.135,87.719,1.329,5.384,206.398,1.019,1.474,28/06/2024 9:30
901,PLDT Fibre,Quezon City,ookla,7131,PLDT,611354704,611549280,1.087,,6.51,10.055,0.229,307.636,4.597,36.202,202.938,0.825,1.315,28/06/2024 9:45
902,PLDT Fibre,Quezon City,ookla,7131,PLDT,621272224,613050488,0.991,,8.42,6.959,0.173,210.217,0.832,1.112,225.813,0.79,1.461,28/06/2024 10:00
903,PLDT Fibre,Quezon City,ookla,7131,PLDT,623847576,812662120,1.024,,0.324,1.923,0.306,16.84,1.48,9.646,3.976,0.964,1.377,28/06/2024 10:15
904,PLDT Fibre,Manila,ookla,7167,PLDT,627880040,614693680,1.421,,0.939,0.421,0.119,13.058,0.942,10.432,85.297,1.012,1.668,28/06/2024 10:30
905,PLDT Fibre,Manila,ookla,7167,PLDT,615848880,740872720,1.453,,0.992,0.685,0.166,7.176,0.984,1.542,31.162,0.916,1.638,28/06/2024 10:45
906,PLDT Fibre,Quezon City,ookla,7131,PLDT,612476832,885816608,1.243,,2.493,5.566,0.22,36.143,1.408,20.337,202.377,0.905,1.359,28/06/2024 11:00
907,PLDT Fibre,Quezon City,ookla,7131,PLDT,626709024,882159600,0.99,,2.144,29.915,0.137,265.661,6.33,94.054,203.15,0.862,1.274,28/06/2024 11:15
908,PLDT Fibre,Manila,ookla,7415,Smart Communications,612476768,624708336,1.452,0,2.499,7.932,0.107,209.135,1.372,2.302,209.301,1.364,1.849,28/06/2024 11:30
909,PLDT Fibre,Quezon City,ookla,7131,PLDT,616434104,909101256,1.054,,0.584,3.501,0.101,43.99,0.771,6.224,30.391,0.765,1.251,28/06/2024 11:45
910,PLDT Fibre,Quezon City,ookla,7131,PLDT,612932504,853928688,0.93,,0.411,3.315,0.259,23.767,1.284,7.348,15.429,0.938,1.403,28/06/2024 12:00
911,PLDT Fibre,Quezon City,ookla,7131,PLDT,614651384,458755624,0.996,,3.073,74.539,0.131,827.677,3.486,385.162,25.175,0.882,3.633,28/06/2024 12:15
912,PLDT Fibre,Quezon City,ookla,7131,PLDT,619680112,830303096,1.432,,4.447,10.479,0.235,212.852,0.934,3.977,213.677,0.92,1.476,28/06/2024 12:30
913,PLDT Fibre,Manila,ookla,7167,PLDT,618297432,846908976,1.053,,0.609,11.06,0.249,542.097,0.918,4.549,34.562,1.057,1.56,28/06/2024 12:45
914,PLDT Fibre,Manila,ookla,7167,PLDT,613063952,851067608,1.004,,0.411,9.786,0.081,55.887,4.953,20.206,13.592,1.077,1.547,28/06/2024 13:00
915,PLDT Fibre,Quezon City,ookla,7131,PLDT,611889640,658890440,1.188,,0.37,57.643,0.43,441.007,3.421,179.896,17.72,0.798,1.175,28/06/2024 13:15
916,PLDT Fibre,Quezon City,ookla,7131,PLDT,626854872,917805624,0.981,,4.099,5.201,0.142,31.26,4.036,16.68,204.359,0.897,1.425,28/06/2024 13:30
917,PLDT Fibre,Quezon City,ookla,7131,PLDT,609809392,613208744,1.057,,3.164,0.464,0.15,6.805,0.75,1.104,202.289,0.819,1.231,28/06/2024 13:45
918,PLDT Fibre,Quezon City,ookla,7131,PLDT,620659808,892830912,1.051,,0.531,1.594,0.184,13.001,1.492,8.868,33.102,0.778,1.287,28/06/2024 14:00
919,PLDT Fibre,Quezon City,ookla,7131,PLDT,608260024,899553240,0.958,,0.351,9.415,0.13,47.098,1.767,11.435,9.387,0.799,1.247,28/06/2024 14:15
920,PLDT Fibre,Quezon City,ookla,7131,PLDT,620227016,904072464,1.155,,2.86,2.273,0.472,16.104,1.111,6.805,202.577,0.96,1.541,28/06/2024 14:30
921,PLDT Fibre,Quezon City,ookla,7131,PLDT,618633064,655481336,1.22,,2.325,11.131,0.137,208.109,1.058,3.066,202.689,0.984,1.425,28/06/2024 14:45
922,PLDT Fibre,Manila,ookla,7167,PLDT,613707680,613075520,1.17,,0.617,0.869,0.339,28.937,0.961,1.362,15.627,0.984,1.604,28/06/2024 15:00
923,PLDT Fibre,Quezon City,ookla,7131,PLDT,615558016,879466504,1.133,,5.371,4.607,0.2,39.976,3.189,11.441,218.577,0.798,1.401,28/06/2024 15:15
924,PLDT Fibre,Quezon City,ookla,7131,PLDT,619505400,884364840,1.06,,0.3,2.76,0.199,22.236,2.439,10.554,2.632,0.743,1.254,28/06/2024 15:30
925,PLDT Fibre,Quezon City,ookla,7131,PLDT,626102736,877901680,0.949,,2.232,17.701,0.272,201.87,5.012,50.818,202.529,0.767,1.274,28/06/2024 15:45
926,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,623346064,551731232,1.386,,0.699,89.476,0.196,2908.411,1.237,1379.669,52.825,1.217,1.758,28/06/2024 16:00
927,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,612474472,900225400,1.423,,0.522,2.263,0.235,18.663,2.752,10.36,18.7,1.272,1.783,28/06/2024 16:15
928,PLDT Fibre,Quezon City,ookla,7131,PLDT,612778048,656252536,1.043,,0.391,6.481,0.266,251.373,2.223,11.136,15.568,0.909,1.343,28/06/2024 16:30
929,PLDT Fibre,Quezon City,ookla,7131,PLDT,546772936,572698552,1.04,,0.567,14.205,0.121,262.167,5.32,12.671,16.265,0.759,1.28,28/06/2024 17:15
930,PLDT Fibre,Quezon City,ookla,7131,PLDT,607669520,699350688,0.993,,0.575,11.735,0.13,237.895,1.893,10.839,25.43,0.942,1.35,28/06/2024 17:30
931,PLDT Fibre,Quezon City,ookla,7131,PLDT,621790432,584330048,0.989,,2.619,29.878,0.156,338.186,0.953,36.149,201.406,0.721,1.151,28/06/2024 17:45
932,PLDT Fibre,Manila,ookla,7167,PLDT,614288040,785442576,0.999,,0.527,61.723,0.127,605.92,2.74,217.888,18.587,1.041,1.656,28/06/2024 18:00
933,PLDT Fibre,Manila,ookla,7167,PLDT,624459112,613044296,1.275,,0.431,10.297,0.285,230.058,0.946,1.428,15.836,1.039,1.522,28/06/2024 18:15
934,PLDT Fibre,Quezon City,ookla,7131,PLDT,627138104,887748496,1.845,,0.476,1.147,0.452,12.291,2.1,8.457,19.999,0.722,1.154,28/06/2024 18:30
935,PLDT Fibre,Quezon City,ookla,7131,PLDT,613128864,868034272,1.101,,0.511,23.999,0.219,1254.522,1.373,13.351,23.669,0.813,1.281,28/06/2024 18:45
936,PLDT Fibre,Quezon City,ookla,7131,PLDT,622415224,612958776,4.541,,2.261,6.806,2.535,212.269,0.92,1.267,217.569,0.928,1.378,28/06/2024 19:00
937,PLDT Fibre,Quezon City,ookla,7131,PLDT,612298456,613021416,1.359,,6.038,6.7,0.135,209.607,0.928,1.242,216.002,0.787,1.395,28/06/2024 19:15
938,PLDT Fibre,Quezon City,ookla,7131,PLDT,613092800,648964912,0.937,,0.43,19.648,0.137,138.054,1.308,28.653,14.923,0.863,1.292,28/06/2024 19:30
939,PLDT Fibre,Manila,ookla,7167,PLDT,611726104,657079688,1.1,,0.62,65.179,0.196,408.338,1.807,122.424,14.25,1.038,1.51,28/06/2024 19:45
940,PLDT Fibre,Quezon City,ookla,7131,PLDT,603008416,897355632,1.098,,0.713,13.515,0.151,525.409,3.805,23.73,18.55,0.785,1.296,28/06/2024 20:00
941,PLDT Fibre,Quezon City,ookla,7131,PLDT,612366304,702831128,0.902,,0.743,14.015,0.094,225.733,0.906,11.074,29.89,0.883,1.434,28/06/2024 20:15
942,PLDT Fibre,Quezon City,ookla,7131,PLDT,618481184,900106184,1.426,,0.681,8.154,0.089,62.807,2.438,12.145,35.361,0.966,1.488,28/06/2024 20:45
943,PLDT Fibre,Quezon City,ookla,7131,PLDT,624505520,831885968,1.203,,3.817,3.733,0.302,55.597,2.429,23.349,222.705,1.014,1.677,28/06/2024 21:00
944,PLDT Fibre,Quezon City,ookla,7131,PLDT,619448800,589850000,0.93,,2.482,11.105,0.148,205.359,1.102,1.795,201.605,0.773,1.338,28/06/2024 21:15
945,PLDT Fibre,Manila,ookla,7167,PLDT,614786072,885129536,1.451,,0.508,13.903,0.121,76.81,2.475,29.851,15.218,0.934,1.566,28/06/2024 21:30
946,PLDT Fibre,Quezon City,ookla,7131,PLDT,623931864,592298544,1.453,,1.978,12.276,0.421,500.235,3.068,11.939,93.32,0.858,2.129,28/06/2024 21:45
947,PLDT Fibre,Quezon City,ookla,7131,PLDT,625590920,641833848,1.912,,2.33,40.966,0.289,244.608,3.173,107.66,222.317,0.816,1.238,28/06/2024 22:00
948,PLDT Fibre,Quezon City,ookla,7131,PLDT,622441856,873070936,1.562,,0.354,2.608,0.729,28.284,6.266,21.228,6.847,0.969,1.481,28/06/2024 22:15
949,PLDT Fibre,Quezon City,ookla,7131,PLDT,625171224,870335792,1.334,,2.279,4.598,0.202,25.219,1.166,7.178,202.001,0.902,1.504,28/06/2024 22:30
950,PLDT Fibre,Quezon City,ookla,7131,PLDT,610316440,878892848,0.879,,0.361,2.065,0.201,28.335,1.669,9.356,5.102,0.852,1.31,28/06/2024 22:45
951,PLDT Fibre,Quezon City,ookla,7131,PLDT,624379096,860588504,1.204,,0.423,1.273,0.266,12.589,2.248,6.047,14.796,0.958,1.416,28/06/2024 23:00
952,PLDT Fibre,Manila,ookla,7167,PLDT,624073920,531195480,1.692,,3.902,0.473,0.402,6.507,0.941,1.427,203.625,1.003,1.668,28/06/2024 23:15
953,PLDT Fibre,Quezon City,ookla,7131,PLDT,629529752,856517680,1.217,,6.953,5.313,0.422,62.625,3.297,22.088,222.538,0.804,1.449,28/06/2024 23:30
954,PLDT Fibre,Quezon City,ookla,7131,PLDT,619578360,812193224,0.919,,0.638,2.362,0.124,30.221,4.911,12.613,34.12,0.943,1.499,28/06/2024 23:45
955,PLDT Fibre,Manila,ookla,7167,PLDT,626382896,453215128,1.231,,3.804,1.674,0.335,12.213,1.015,2.551,205.546,0.984,1.708,29/06/2024 0:00
956,PLDT Fibre,Quezon City,ookla,7131,PLDT,620447456,855218088,1.514,,0.555,2.852,0.85,32.667,3.348,10.817,31.95,0.944,1.417,29/06/2024 0:15
957,PLDT Fibre,Quezon City,ookla,7131,PLDT,613281712,864494488,0.995,,0.473,1.76,0.44,13.534,1.02,4.251,14.371,0.762,1.225,29/06/2024 0:30
958,PLDT Fibre,Quezon City,ookla,7131,PLDT,616239560,890457288,0.961,,0.454,5.144,0.084,34.944,1.241,12.219,15.297,0.975,1.421,29/06/2024 0:45
959,PLDT Fibre,Quezon City,ookla,7131,PLDT,619250992,852336912,1.359,,0.331,0.707,0.106,12.872,1.051,1.761,8.412,0.95,1.389,29/06/2024 1:00
960,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,626653856,936040392,1.481,,0.423,1.269,0.237,38.682,1.461,3.135,16.832,1.303,1.749,29/06/2024 1:15
961,PLDT Fibre,Manila,ookla,7167,PLDT,615316672,915715264,1.56,,3.394,3.086,0.562,18.7,1.866,6.905,202.759,1.031,1.653,29/06/2024 1:30
962,PLDT Fibre,Quezon City,ookla,7131,PLDT,622307952,831980128,1.024,,0.625,0.644,0.185,12.506,1.023,1.638,31.495,0.771,1.221,29/06/2024 1:45
963,PLDT Fibre,Manila,ookla,7167,PLDT,625822488,819527776,1.084,,5.308,36.451,0.317,399.368,1.277,34.267,216.521,0.981,1.531,29/06/2024 2:00
964,PLDT Fibre,Quezon City,ookla,7131,PLDT,618992976,908861400,0.972,,0.556,4.293,0.069,25.294,1.967,8.885,34.198,0.769,1.305,29/06/2024 2:15
965,PLDT Fibre,Manila,ookla,7167,PLDT,625228224,674040832,1.444,,5.754,60.383,0.128,367.611,4.831,167.082,211.96,0.973,1.52,29/06/2024 2:30
966,PLDT Fibre,Quezon City,ookla,7131,PLDT,621775648,613092136,1.415,,0.687,0.424,0.102,11.757,0.93,1.222,36.031,0.831,1.262,29/06/2024 2:45
967,PLDT Fibre,Manila,ookla,7167,PLDT,616336488,855942024,1.385,,2.995,2.512,0.157,12.259,1.45,4.997,208.795,0.967,1.562,29/06/2024 3:00
968,PLDT Fibre,Quezon City,ookla,7131,PLDT,610978360,525265736,1.258,,3.236,81.648,0.122,857.745,3.651,359.51,216.82,0.755,1.303,29/06/2024 3:15
969,PLDT Fibre,Manila,ookla,7415,Smart Communications,621277152,649687808,1.517,0,0.844,0.561,0.258,13.042,1.398,1.755,48.034,1.375,1.879,29/06/2024 3:30
970,PLDT Fibre,Quezon City,ookla,7131,PLDT,612775128,468912216,0.955,,0.396,67.328,0.099,616.95,1.075,146.92,14.193,0.918,1.346,29/06/2024 3:45
971,PLDT Fibre,Quezon City,ookla,7131,PLDT,598636160,869653616,0.965,,0.675,3.586,0.096,30.823,1.255,8.42,15.451,0.831,1.533,29/06/2024 4:00
972,PLDT Fibre,Quezon City,ookla,7131,PLDT,610633192,636505784,0.968,,3.777,74.656,0.071,667.535,1.208,236.118,202.921,0.984,1.472,29/06/2024 4:15
973,PLDT Fibre,Quezon City,ookla,7131,PLDT,612789184,634066048,0.961,,3.471,44.127,0.115,235.331,2.24,102.804,202.62,0.89,1.44,29/06/2024 4:30
974,PLDT Fibre,Quezon City,ookla,7131,PLDT,618697416,882659784,0.974,,1.063,5.752,0.032,44.843,1.639,19.05,27.303,0.763,1.563,29/06/2024 4:45
975,PLDT Fibre,Quezon City,ookla,7131,PLDT,624874312,886339720,1.349,,0.742,1.726,0.298,12.031,0.965,2.576,38.502,0.939,1.495,29/06/2024 5:00
976,PLDT Fibre,Quezon City,ookla,7131,PLDT,614570504,874263704,0.966,,0.465,6.96,0.089,77.691,3.797,31.632,13.122,0.795,1.193,29/06/2024 5:15
977,PLDT Fibre,Quezon City,ookla,7131,PLDT,622003656,847718472,0.978,,1.031,1.386,0.237,14.238,0.931,3.603,86.476,0.788,1.254,29/06/2024 5:30
978,PLDT Fibre,Quezon City,ookla,7131,PLDT,612453848,546804392,1.096,,0.67,61.089,0.2,542.536,2.955,166.588,27.231,0.741,1.197,29/06/2024 5:45
979,PLDT Fibre,Quezon City,ookla,7131,PLDT,611522568,882460232,0.944,,0.522,6.111,0.068,29.354,1.632,8.938,16.958,0.745,1.186,29/06/2024 6:00
980,PLDT Fibre,Quezon City,ookla,7131,PLDT,613217272,853483840,1.423,,3.161,2.101,0.124,21.246,0.876,2.43,202.43,0.966,1.371,29/06/2024 6:15
981,PLDT Fibre,Manila,ookla,7167,PLDT,622690176,846498320,1.375,,0.403,1.846,0.122,28.34,1.305,2.738,15.029,1.019,1.487,29/06/2024 6:30
982,PLDT Fibre,Quezon City,ookla,7131,PLDT,618053512,821658016,0.97,,0.342,2.071,0.093,29.083,1.005,7.88,8.005,0.934,1.323,29/06/2024 6:45
983,PLDT Fibre,Quezon City,ookla,7131,PLDT,614034520,920485552,1.082,,0.784,2.385,0.269,14.91,1.491,5.609,32.214,0.822,1.291,29/06/2024 7:00
984,PLDT Fibre,Manila,ookla,7167,PLDT,618581200,873858264,1.471,,0.819,1.122,0.355,15.507,1.315,2.488,22.399,0.997,1.598,29/06/2024 7:15
985,PLDT Fibre,Quezon City,ookla,7131,PLDT,627155304,862041936,1.202,,0.312,0.653,0.219,12.37,0.979,1.541,3.077,0.7,1.168,29/06/2024 7:30
986,PLDT Fibre,Quezon City,ookla,7131,PLDT,624121064,675257136,0.961,,2.017,3.18,0.054,211.008,1.127,3.14,200.852,0.775,1.14,29/06/2024 7:45
987,PLDT Fibre,Quezon City,ookla,7131,PLDT,613401976,842738120,1.313,,4.757,9.942,0.276,55.336,1.914,20.552,202.797,0.915,1.345,29/06/2024 8:00
988,PLDT Fibre,Quezon City,ookla,7131,PLDT,617664208,827402416,1.087,,2.321,4.077,0.334,207.362,1.05,1.973,203.28,0.708,1.235,29/06/2024 8:15
989,PLDT Fibre,Manila,ookla,7167,PLDT,604722432,596155584,0.998,,0.441,66.699,0.178,452.854,1.066,130.198,14.486,1.038,1.48,29/06/2024 8:30
990,PLDT Fibre,Quezon City,ookla,7131,PLDT,602201640,730495176,0.945,,2.784,19.756,0.159,576.635,2.73,17.449,202.476,0.93,1.515,29/06/2024 8:45
991,PLDT Fibre,Manila,ookla,7167,PLDT,610930840,810918304,0.972,,0.438,6.79,0.194,212.287,1.178,3.714,15.579,1.061,1.511,29/06/2024 9:00
992,PLDT Fibre,Quezon City,ookla,7131,PLDT,617171816,774294592,1.707,,2.105,27.067,0.364,393.711,0.942,26.435,203.217,0.927,1.39,29/06/2024 9:15
993,PLDT Fibre,Quezon City,ookla,7131,PLDT,618574808,819127992,1.347,,10.624,18.912,0.153,180.153,4.935,81.322,214.234,0.907,1.538,29/06/2024 9:30
994,PLDT Fibre,Manila,ookla,7167,PLDT,605490432,614890144,1.012,,2.494,55.074,0.109,426.704,1.948,99.403,203.053,1.038,1.629,29/06/2024 9:45
995,PLDT Fibre,Quezon City,ookla,7131,PLDT,601922448,621054976,0.971,,0.89,0.589,0.136,10.13,0.752,1.334,26.052,0.798,1.297,29/06/2024 10:00
996,PLDT Fibre,Manila,ookla,7167,PLDT,613092056,595998728,1.031,,0.371,23.605,0.124,440.169,1.441,8.61,4.703,0.946,1.5,29/06/2024 10:15
997,PLDT Fibre,Quezon City,ookla,7131,PLDT,607384304,622850224,0.998,,0.493,10.371,0.143,205.788,1.359,6.502,15.027,0.901,1.386,29/06/2024 10:30
998,PLDT Fibre,Manila,ookla,7167,PLDT,610389552,879427312,1.279,,0.39,2.261,0.264,12.706,1.08,4.066,14.196,0.895,1.495,29/06/2024 10:45
999,PLDT Fibre,Quezon City,ookla,7131,PLDT,615090512,778491680,1.488,,0.624,1.133,0.289,15.382,4.801,10.59,24.789,0.892,1.467,29/06/2024 11:00
1000,PLDT Fibre,Quezon City,ookla,7131,PLDT,613328192,911761136,1.01,,0.415,3.257,0.154,33.486,0.861,2.643,16.021,1.003,1.427,29/06/2024 11:15
1001,PLDT Fibre,Quezon City,ookla,7131,PLDT,626225816,893323736,0.983,,0.406,2.642,0.114,13.821,1.63,7.054,16.512,0.79,1.179,29/06/2024 11:30
1002,PLDT Fibre,Quezon City,ookla,7131,PLDT,614489616,878608176,0.994,,0.405,1.614,0.137,14.91,1.004,5.453,15.135,0.95,1.44,29/06/2024 11:45
1003,PLDT Fibre,Quezon City,ookla,7131,PLDT,620641608,613254960,1.182,,0.483,1.137,0.176,43.498,0.94,1.409,21.52,0.963,1.413,29/06/2024 12:00
1004,PLDT Fibre,Quezon City,ookla,7131,PLDT,620344056,668760464,1.352,,1.934,6.985,0.463,259.149,1.567,15.925,33.83,1.016,2.308,29/06/2024 12:15
1005,PLDT Fibre,Manila,ookla,7167,PLDT,615238960,670722736,1.139,,4.133,2.445,0.301,26.723,2.495,14.28,203.109,0.985,1.586,29/06/2024 12:30
1006,PLDT Fibre,Mandaluyong,ookla,36738,Converge ICT Solutions Inc.,611509752,706593104,1.393,,2.877,60.465,0.353,504.659,1.862,200.379,214.115,1.271,2.108,29/06/2024 12:45
1007,PLDT Fibre,Quezon City,ookla,7131,PLDT,601170608,613340328,0.977,,0.457,11.631,0.155,209.279,0.793,1.448,16.825,0.935,1.497,29/06/2024 13:00
1008,PLDT Fibre,Quezon City,ookla,7131,PLDT,622712176,651338672,1.001,,5.798,56.703,0.158,604.002,4.814,208.896,203.614,0.985,1.529,29/06/2024 13:15
1009,PLDT Fibre,Quezon City,ookla,7131,PLDT,603639160,613214816,1.072,,1.633,1.533,0.247,21.204,0.959,2.316,22.667,1.003,2.007,29/06/2024 13:30
1010,PLDT Fibre,Manila,ookla,7167,PLDT,613276960,903211264,1.465,,3.503,7.693,0.125,235.88,1.742,16.369,203.044,1.095,1.615,29/06/2024 13:45
1011,PLDT Fibre,Quezon City,ookla,7131,PLDT,611253840,833741360,0.885,,0.418,2.96,0.112,24.206,2.046,10.145,14.073,0.865,1.293,29/06/2024 14:00
1012,PLDT Fibre,Manila,ookla,7167,PLDT,570529424,503152272,1.477,,1.293,5.216,0.913,53.667,4.34,18.373,10.719,1.17,2.133,29/06/2024 14:15
1013,PLDT Fibre,Quezon City,ookla,7131,PLDT,554820712,542201160,2.917,,4.157,10.962,1.197,110.715,4.329,34.683,202.925,0.974,1.808,29/06/2024 14:30
1014,PLDT Fibre,Quezon City,ookla,7131,PLDT,618941888,625837216,1.82,,9.679,22.042,0.234,305.361,1.868,59.212,207.006,1.15,2.421,29/06/2024 14:45
1015,PLDT Fibre,Manila,ookla,7167,PLDT,552574456,551503016,1.679,,3.049,7.092,0.746,51.832,5.642,23.12,209.588,1.121,2.113,29/06/2024 15:00
1016,PLDT Fibre,Manila,ookla,7167,PLDT,542150024,569940216,1.598,,7.1,3.326,0.23,32.836,1.225,3.038,209.287,1.099,2.516,29/06/2024 15:15
1017,PLDT Fibre,Quezon City,ookla,7131,PLDT,555999832,543329824,1.565,,3.991,10.386,0.271,115.578,2.103,63.988,203.269,1.094,2.015,29/06/2024 15:30
1018,PLDT Fibre,Quezon City,ookla,7131,PLDT,626435952,642077176,1.527,,5.043,64.13,0.713,444.881,9.081,229.805,223.061,0.931,1.99,29/06/2024 15:45
1019,PLDT Fibre,Quezon City,ookla,7131,PLDT,611351264,556939688,1.518,,3.462,11.517,1.185,176.476,9.432,45.372,202.991,1.016,1.804,29/06/2024 16:00
1020,PLDT Fibre,Quezon City,ookla,7131,PLDT,613041840,569144816,1.511,,1.411,5.662,0.252,61.316,2.034,42.812,16.348,1.094,2.108,29/06/2024 16:15
1021,PLDT Fibre,Manila,ookla,7167,PLDT,612685224,577704872,2.075,,3.488,8.609,1.367,59.107,2.813,36.434,211.065,1.175,2.074,29/06/2024 16:30
1022,PLDT Fibre,Quezon City,ookla,7131,PLDT,614920256,710109704,1.667,,1.676,2.876,0.294,59.215,1.438,3.397,12.285,0.994,1.799,29/06/2024 16:45
1023,PLDT Fibre,Quezon City,ookla,7131,PLDT,625537144,558645368,1.552,,1.623,2.96,0.318,23.103,1.987,14.117,28.123,1.041,2.71,29/06/2024 17:00
1024,PLDT Fibre,Manila,ookla,7167,PLDT,621175200,660207896,1.874,,1.613,43.112,1.341,234.824,10.434,143.513,27.069,1.149,2.572,29/06/2024 17:15
1025,PLDT Fibre,Quezon City,ookla,7131,PLDT,617806272,595111432,1.861,,4.187,7.439,1.135,72.992,2.553,40.913,206.874,1.078,2.486,29/06/2024 17:30
1026,PLDT Fibre,Manila,ookla,7167,PLDT,618905144,608412920,1.434,,1.432,5.314,0.138,47.546,1.557,19.439,41.929,1.193,2.135,29/06/2024 17:45
1027,PLDT Fibre,Quezon City,ookla,7131,PLDT,614997760,746764264,1.232,,0.972,50.233,0.421,308.161,2.255,163.533,15.336,1.074,2.027,29/06/2024 18:00
1028,PLDT Fibre,Quezon City,ookla,7131,PLDT,616524776,605999056,1.39,,1.937,5.48,0.119,55.595,3.197,25.444,21.515,1.238,2.204,29/06/2024 18:15
1029,PLDT Fibre,Manila,ookla,7167,PLDT,615156120,705011104,2.095,,5.014,16.277,1.246,259.961,1.275,32.611,205.209,1.135,2.254,29/06/2024 18:30
1030,PLDT Fibre,Quezon City,ookla,7131,PLDT,622283840,885667672,0.984,,0.738,0.877,0.128,10.025,0.85,2.079,46.457,0.807,1.29,29/06/2024 18:45
1031,PLDT Fibre,Quezon City,ookla,7131,PLDT,626738064,640774648,1.06,,0.454,2.203,0.122,23.853,1.483,16.88,18.526,0.971,1.435,29/06/2024 19:00
1032,PLDT Fibre,Manila,ookla,7167,PLDT,622616448,658238680,1.43,,3.882,20.038,0.114,216.6,1.29,12.683,203.223,0.965,1.528,29/06/2024 19:15
1033,PLDT Fibre,Quezon City,ookla,7131,PLDT,613250848,868938728,0.987,,0.652,3.687,0.165,21.053,1.166,5.007,20.713,0.979,1.503,29/06/2024 19:30
1034,PLDT Fibre,Quezon City,ookla,7131,PLDT,611587320,900594400,1.184,,0.939,11.719,0.264,53.781,1.332,19.552,37.726,0.935,1.604,29/06/2024 19:45
1035,PLDT Fibre,Quezon City,ookla,7131,PLDT,614119720,630591424,1.044,,3.217,18.315,0.1,311.37,4.42,29.797,207.476,0.753,1.654,29/06/2024 20:00
1036,PLDT Fibre,Quezon City,ookla,7131,PLDT,610960744,844556496,1.173,,4.476,1.224,0.25,11.175,0.871,2.228,202.952,0.93,1.566,29/06/2024 20:15
1037,PLDT Fibre,Quezon City,ookla,7131,PLDT,597706368,694269656,0.859,,0.575,16.157,0.194,307.857,4.261,36.031,17.867,0.782,1.146,29/06/2024 20:30
1038,PLDT Fibre,Quezon City,ookla,7131,PLDT,576584344,633362016,0.916,,1.189,9.012,0.165,263.463,1.11,15.503,20.047,0.943,1.501,29/06/2024 20:45
